"","Seq1","Seq2","P.vals","CorrCoef","Domain1","Phylum1","Order1","Domain2","Phylum2","Order2","Link"
"1612","MEND-TF-16S-617","MEND-TF-18S-87",0,0.526775897164785,"Bacteria","Actinobacteria","Sporichthyales","Eukaryota","Cercozoa","Cryomonadida","Euk-Bact"
"1613","MEND-TF-16S-617","MEND-TF-16S-242",0,0.696751418038888,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Solirubrobacterales","Bact-Bact"
"1614","MEND-TF-16S-617","MEND-TF-16S-414",0,0.568575438120973,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1615","MEND-TF-16S-617","MEND-TF-16S-529",0,0.563876802735693,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1616","MEND-TF-16S-617","MEND-TF-16S-554",0,0.590835679959431,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1617","MEND-TF-16S-617","MEND-TF-16S-606",0,0.535249273190732,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1618","MEND-TF-16S-617","MEND-TF-16S-645",0,0.553392803693693,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1619","MEND-TF-16S-617","MEND-TF-16S-660",0,0.613767196554588,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1620","MEND-TF-16S-617","MEND-TF-16S-700",0,0.62186260492446,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1621","MEND-TF-16S-617","MEND-TF-16S-746",0,0.653105134942493,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Planctomycetes","Planctomycetales","Bact-Bact"
"1622","MEND-TF-16S-617","MEND-TF-16S-1743",0,0.637198948644356,"Bacteria","Actinobacteria","Sporichthyales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1623","MEND-TF-16S-624","MEND-TF-16S-296",0,0.515160236520013,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Verrucomicrobia","Verrucomicrobiales","Bact-Bact"
"1624","MEND-TF-16S-624","MEND-TF-16S-374",0,0.612952923768484,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Verrucomicrobia","Opitutales","Bact-Bact"
"1625","MEND-TF-16S-624","MEND-TF-16S-431",0,0.523912181232241,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1626","MEND-TF-16S-624","MEND-TF-16S-435",0,0.583817332225728,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1627","MEND-TF-16S-624","MEND-TF-16S-445",0,0.685599188805566,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1628","MEND-TF-16S-624","MEND-TF-16S-449",0,0.66022422320661,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1629","MEND-TF-16S-624","MEND-TF-16S-467",0,0.571964462581271,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1630","MEND-TF-16S-624","MEND-TF-16S-535",0,0.554798870286841,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1631","MEND-TF-16S-624","MEND-TF-16S-548",0,0.570067682289887,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1632","MEND-TF-16S-624","MEND-TF-16S-592",0,0.806289510861147,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1633","MEND-TF-16S-624","MEND-TF-16S-796",0,0.589074822328366,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1634","MEND-TF-16S-624","MEND-TF-16S-886",0,0.605604068625463,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Cytophagales","Bact-Bact"
"1635","MEND-TF-16S-624","MEND-TF-16S-1049",0,0.599532904011926,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Pelagibacterales","Bact-Bact"
"1636","MEND-TF-16S-627","MEND-TF-16S-465",0,0.980684808777734,"Bacteria","Bacteroidetes","Flavobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1637","MEND-TF-16S-627","MEND-TF-16S-478",0,0.985454985187373,"Bacteria","Bacteroidetes","Flavobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1638","MEND-TF-16S-627","MEND-TF-16S-495",0,0.98293323811113,"Bacteria","Bacteroidetes","Flavobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1639","MEND-TF-16S-628","MEND-TF-18S-143",0,0.587713496309012,"Bacteria","Actinobacteria","Acidimicrobiales","Eukaryota","Alveolata","Gymnodiniales","Euk-Bact"
"1640","MEND-TF-16S-628","MEND-TF-18S-252",0,0.520938060303501,"Bacteria","Actinobacteria","Acidimicrobiales","Eukaryota","Cryptophyta","Kathablepharidacea","Euk-Bact"
"1641","MEND-TF-16S-628","MEND-TF-16S-313",0,0.592568283923724,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Bacteriovoracales","Bact-Bact"
"1642","MEND-TF-16S-628","MEND-TF-16S-413",0,0.601187312026004,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1643","MEND-TF-16S-628","MEND-TF-16S-451",0,0.645123634594021,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1644","MEND-TF-16S-628","MEND-TF-16S-452",0,0.630807411960616,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1645","MEND-TF-16S-628","MEND-TF-16S-582",0,0.542549221038623,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Marinilabiliales","Bact-Bact"
"1646","MEND-TF-16S-628","MEND-TF-16S-685",0,0.832326488103513,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Geodermatophilales","Bact-Bact"
"1647","MEND-TF-16S-628","MEND-TF-16S-747",0,0.506401180166375,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Saprospirales","Bact-Bact"
"1648","MEND-TF-16S-628","MEND-TF-16S-819",0,0.627444638919008,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Saprospirales","Bact-Bact"
"1649","MEND-TF-16S-628","MEND-TF-16S-1144",0,0.559063837940894,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Chloroflexi","Chloroflexales","Bact-Bact"
"1650","MEND-TF-16S-628","MEND-TF-16S-1156",0,0.551738140237328,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Rhodobacterales","Bact-Bact"
"1651","MEND-TF-16S-628","MEND-TF-16S-1163",0,0.556746070461904,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Caulobacterales","Bact-Bact"
"1652","MEND-TF-16S-629","MEND-TF-16S-349",0,0.550433989289191,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1653","MEND-TF-16S-629","MEND-TF-16S-400",0,0.513930230632307,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1654","MEND-TF-16S-629","MEND-TF-16S-414",0,0.547415986979669,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1655","MEND-TF-16S-629","MEND-TF-16S-482",0,0.660969383935002,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1656","MEND-TF-16S-629","MEND-TF-16S-645",0,0.528984423224955,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1657","MEND-TF-16S-629","MEND-TF-16S-647",0,0.778985420150318,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1658","MEND-TF-16S-629","MEND-TF-16S-653",0,0.853916691169457,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1659","MEND-TF-16S-629","MEND-TF-16S-700",0,0.528040183251151,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1660","MEND-TF-16S-629","MEND-TF-16S-1071",0,0.507790291301323,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Hyphomicrobiales","Bact-Bact"
"1661","MEND-TF-16S-629","MEND-TF-16S-1520",0,0.615390858538009,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1662","MEND-TF-16S-629","MEND-TF-16S-1529",0,0.570921041228219,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1663","MEND-TF-16S-634","MEND-TF-16S-653",0,0.610536932660625,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1664","MEND-TF-16S-635","MEND-TF-16S-451",0,0.527401738110837,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1665","MEND-TF-16S-638","MEND-TF-18S-130",0,0.610470910242644,"Bacteria","Verrucomicrobia","Terrimicrobiales","Eukaryota","Ochrophyta","Thalassiosirales","Euk-Bact"
"1666","MEND-TF-16S-638","MEND-TF-16S-124",0,0.515804654028863,"Bacteria","Verrucomicrobia","Terrimicrobiales","Bacteria","Verrucomicrobia","Verrucomicrobiales","Bact-Bact"
"1667","MEND-TF-16S-638","MEND-TF-16S-217",0,0.500726301762178,"Bacteria","Verrucomicrobia","Terrimicrobiales","Bacteria","Verrucomicrobia","Verrucomicrobiales","Bact-Bact"
"1668","MEND-TF-16S-641","MEND-TF-16S-548",0,0.526813636589824,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1669","MEND-TF-16S-645","MEND-TF-16S-414",0,0.658280566844141,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1670","MEND-TF-16S-645","MEND-TF-16S-529",0,0.644655411674098,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1671","MEND-TF-16S-645","MEND-TF-16S-554",0,0.781570082153527,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1672","MEND-TF-16S-645","MEND-TF-16S-606",0,0.780310288644075,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1673","MEND-TF-16S-645","MEND-TF-16S-611",0,0.840226671663509,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1674","MEND-TF-16S-645","MEND-TF-16S-617",0,0.553392803693693,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1675","MEND-TF-16S-645","MEND-TF-16S-629",0,0.528984423224955,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1676","MEND-TF-16S-645","MEND-TF-16S-653",0,0.519190463749283,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1677","MEND-TF-16S-645","MEND-TF-16S-655",0,0.706013044411303,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1678","MEND-TF-16S-645","MEND-TF-16S-656",0,0.834743166114449,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1679","MEND-TF-16S-645","MEND-TF-16S-660",0,0.518781463653584,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1680","MEND-TF-16S-645","MEND-TF-16S-665",0,0.633334271543303,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1681","MEND-TF-16S-645","MEND-TF-16S-681",0,0.682870065400809,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1682","MEND-TF-16S-645","MEND-TF-16S-700",0,0.969967160597056,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1683","MEND-TF-16S-645","MEND-TF-16S-705",0,0.799283112185684,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1684","MEND-TF-16S-645","MEND-TF-16S-735",0,0.564861658345959,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Geodermatophilales","Bact-Bact"
"1685","MEND-TF-16S-645","MEND-TF-16S-805",0,0.562354736974021,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1686","MEND-TF-16S-645","MEND-TF-16S-1071",0,0.541021415328284,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Hyphomicrobiales","Bact-Bact"
"1687","MEND-TF-16S-645","MEND-TF-16S-1520",0,0.503970624874793,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1688","MEND-TF-16S-645","MEND-TF-16S-1529",0,0.627684749052059,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1689","MEND-TF-16S-645","MEND-TF-16S-1743",0,0.817658136456143,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1690","MEND-TF-16S-646","MEND-TF-16S-606",0,0.707701718805919,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1691","MEND-TF-16S-646","MEND-TF-16S-655",0,0.877527577468144,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1692","MEND-TF-16S-646","MEND-TF-16S-656",0,0.505292027451053,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1693","MEND-TF-16S-646","MEND-TF-16S-802",0,0.625140086037277,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1694","MEND-TF-16S-646","MEND-TF-16S-1743",0,0.625840269817191,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1695","MEND-TF-16S-647","MEND-TF-16S-482",0,0.509258185594745,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1696","MEND-TF-16S-647","MEND-TF-16S-629",0,0.778985420150318,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1697","MEND-TF-16S-647","MEND-TF-16S-653",0,0.907952971630791,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1698","MEND-TF-16S-647","MEND-TF-16S-797",0,0.518674822892373,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1699","MEND-TF-16S-647","MEND-TF-16S-805",0,0.507055215724438,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1700","MEND-TF-16S-647","MEND-TF-16S-1529",0,0.559770426961905,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Actinobacteria","Sporichthyales","Bact-Bact"
"1701","MEND-TF-16S-648","MEND-TF-16S-1066",0,0.546934387629028,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Hyphomicrobiales","Bact-Bact"
"1702","MEND-TF-16S-648","MEND-TF-16S-1335",0,0.656913957784299,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1703","MEND-TF-16S-648","MEND-TF-16S-459",0,0.562414992175576,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1704","MEND-TF-16S-651","MEND-TF-16S-108",0,0.602914666286759,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Verrucomicrobia","Chthoniobacterales","Bact-Bact"
"1705","MEND-TF-16S-651","MEND-TF-16S-114",0,0.531262628013125,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Verrucomicrobia","Chthoniobacterales","Bact-Bact"
"1706","MEND-TF-16S-651","MEND-TF-16S-334",0,0.517849775705143,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Rhodocyclales","Bact-Bact"
"1707","MEND-TF-16S-651","MEND-TF-16S-373",0,0.669174234069936,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Nevskiales","Bact-Bact"
"1708","MEND-TF-16S-651","MEND-TF-16S-395",0,0.595028944163233,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1709","MEND-TF-16S-651","MEND-TF-16S-432",0,0.527724789002097,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1710","MEND-TF-16S-651","MEND-TF-16S-443",0,0.678946982790307,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1711","MEND-TF-16S-651","MEND-TF-16S-444",0,0.732369971529986,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1712","MEND-TF-16S-651","MEND-TF-16S-486",0,0.678886819073735,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1713","MEND-TF-16S-651","MEND-TF-16S-531",0,0.604436575190866,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1714","MEND-TF-16S-651","MEND-TF-16S-534",0,0.724947963683607,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidothermales","Bact-Bact"
"1715","MEND-TF-16S-651","MEND-TF-16S-550",0,0.533652513212515,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1716","MEND-TF-16S-651","MEND-TF-16S-594",0,0.529322178669173,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Cytophagales","Bact-Bact"
"1717","MEND-TF-16S-651","MEND-TF-16S-615",0,0.714164579681971,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1718","MEND-TF-16S-651","MEND-TF-16S-742",0,0.653036429234508,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Actinobacteria","Acidothermales","Bact-Bact"
"1719","MEND-TF-16S-651","MEND-TF-16S-1014",0,0.610621884016647,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Cyanobacteria","Synechococcales","Bact-Bact"
"1720","MEND-TF-16S-651","MEND-TF-16S-1048",0,0.652556673073605,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Cyanobacteria","Synechococcales","Bact-Bact"
"1721","MEND-TF-16S-651","MEND-TF-16S-1206",0,0.63093895843953,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Verrucomicrobia","Chthoniobacterales","Bact-Bact"
"1722","MEND-TF-16S-651","MEND-TF-16S-113",0,0.583983701335205,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Myxococcales","Bact-Bact"
"1723","MEND-TF-16S-651","MEND-TF-16S-144",0,0.513615335360069,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1724","MEND-TF-16S-651","MEND-TF-16S-152",0,0.590898920215772,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1725","MEND-TF-16S-651","MEND-TF-16S-163",0,0.527979910775386,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Myxococcales","Bact-Bact"
"1726","MEND-TF-16S-651","MEND-TF-16S-379",0,0.506808198651101,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Nitrosomonadales","Bact-Bact"
"1727","MEND-TF-16S-651","MEND-TF-16S-380",0,0.625905695836602,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Planctomycetales","Bact-Bact"
"1728","MEND-TF-16S-651","MEND-TF-16S-453",0,0.502925890547686,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1729","MEND-TF-16S-651","MEND-TF-16S-553",0,0.500051383537217,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1730","MEND-TF-16S-651","MEND-TF-16S-560",0,0.694513730439767,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Gemmatimonadetes","Gemmatimonadales","Bact-Bact"
"1731","MEND-TF-16S-651","MEND-TF-16S-597",0,0.502422581776303,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1732","MEND-TF-16S-651","MEND-TF-16S-720",0,0.542800176334822,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Bacteroidetes","Sphingobacteriales","Bact-Bact"
"1733","MEND-TF-16S-651","MEND-TF-16S-798",0,0.63571075958167,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Desulfuromonadales","Bact-Bact"
"1734","MEND-TF-16S-651","MEND-TF-16S-927",0,0.519459205521758,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1735","MEND-TF-16S-651","MEND-TF-16S-960",0,0.650564435210629,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Proteobacteria","Rhodospirillales","Bact-Bact"
"1736","MEND-TF-16S-651","MEND-TF-16S-1100",0,0.562534960720695,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Phycisphaerales","Bact-Bact"
"1737","MEND-TF-16S-651","MEND-TF-16S-1597",0,0.604713543079757,"Bacteria","Actinobacteria","Acidimicrobiales","Bacteria","Planctomycetes","Pirellulales","Bact-Bact"
"1738","MEND-TF-16S-652","MEND-TF-16S-381",0,0.61524587704238,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Proteobacteria","Neisseriales","Bact-Bact"
"1739","MEND-TF-16S-652","MEND-TF-16S-449",0,0.613301342842831,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
"1740","MEND-TF-16S-652","MEND-TF-16S-529",0,0.685365912484296,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1741","MEND-TF-16S-652","MEND-TF-16S-548",0,0.510883170866204,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Bacteroidetes","Flavobacteriales","Bact-Bact"
"1742","MEND-TF-16S-652","MEND-TF-16S-554",0,0.612304319818801,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1743","MEND-TF-16S-652","MEND-TF-16S-605",0,0.65166307086717,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1744","MEND-TF-16S-652","MEND-TF-16S-610",0,0.963688820492564,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1745","MEND-TF-16S-652","MEND-TF-16S-681",0,0.56596820888691,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1746","MEND-TF-16S-652","MEND-TF-16S-687",0,0.939253687460251,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1747","MEND-TF-16S-652","MEND-TF-16S-689",0,0.580471390889555,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Acidimicrobiales","Bact-Bact"
"1748","MEND-TF-16S-652","MEND-TF-16S-690",0,0.786388791623338,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1749","MEND-TF-16S-652","MEND-TF-16S-711",0,0.783310220566728,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1750","MEND-TF-16S-652","MEND-TF-16S-719",0,0.678159712519293,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Acidothermales","Bact-Bact"
"1751","MEND-TF-16S-652","MEND-TF-16S-735",0,0.780344890764659,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Geodermatophilales","Bact-Bact"
"1752","MEND-TF-16S-652","MEND-TF-16S-886",0,0.63236513350972,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Bacteroidetes","Cytophagales","Bact-Bact"
"1753","MEND-TF-16S-652","MEND-TF-16S-1634",0,0.927317044806118,"Bacteria","Actinobacteria","Micrococcales","Bacteria","Actinobacteria","Micrococcales","Bact-Bact"
"1754","MEND-TF-16S-653","MEND-TF-16S-349",0,0.518835621547205,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1755","MEND-TF-16S-653","MEND-TF-16S-414",0,0.518919287204039,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1756","MEND-TF-16S-653","MEND-TF-16S-431",0,0.539365811501572,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Proteobacteria","Burkholderiales","Bact-Bact"
"1757","MEND-TF-16S-653","MEND-TF-16S-482",0,0.578571709942827,"Bacteria","Bacteroidetes","Sphingobacteriales","Bacteria","Bacteroidetes","Chitinophagales","Bact-Bact"
