"","Seq1","Seq2","P.vals","CorrCoef","Domain1","Phylum1","Order1","Domain2","Phylum2","Order2","Link"
"1","MEND-TF-18S-1","MEND-TF-18S-309",0,0.98116134065499,"Eukaryota","Bigyra","Bicosoecida","Eukaryota","Bigyra","Bicosoecida","Euk-Euk"
"2","MEND-TF-18S-1","MEND-TF-16S-235",0,0.692582868332228,"Eukaryota","Bigyra","Bicosoecida","Bacteria","Verrucomicrobia","Verrucomicrobiales","Euk-Bact"
"3","MEND-TF-18S-1","MEND-TF-16S-1050",0,0.730391438517724,"Eukaryota","Bigyra","Bicosoecida","Bacteria","Proteobacteria","Caulobacterales","Euk-Bact"
"4","MEND-TF-18S-1","MEND-TF-16S-679",0,0.520498942750823,"Eukaryota","Bigyra","Bicosoecida","Bacteria","Bacteroidetes","Flavobacteriales","Euk-Bact"
"5","MEND-TF-18S-10","MEND-TF-18S-131",0,0.750626046643555,"Eukaryota","Bigyra","Bicosoecida","Eukaryota","Bigyra","Bicosoecida","Euk-Euk"
"6","MEND-TF-18S-19","MEND-TF-18S-23",0,0.670249121179934,"Eukaryota","Arthropoda","Diplostraca","Eukaryota","Arthropoda","Diplostraca","Euk-Euk"
"7","MEND-TF-18S-23","MEND-TF-18S-19",0,0.670249121179934,"Eukaryota","Arthropoda","Diplostraca","Eukaryota","Arthropoda","Diplostraca","Euk-Euk"
"8","MEND-TF-18S-23","MEND-TF-16S-610",0,0.525836409796718,"Eukaryota","Arthropoda","Diplostraca","Bacteria","Actinobacteria","Micrococcales","Euk-Bact"
"9","MEND-TF-18S-23","MEND-TF-16S-687",0,0.506737179979017,"Eukaryota","Arthropoda","Diplostraca","Bacteria","Actinobacteria","Micrococcales","Euk-Bact"
"10","MEND-TF-18S-23","MEND-TF-16S-1634",0,0.518930197166967,"Eukaryota","Arthropoda","Diplostraca","Bacteria","Actinobacteria","Micrococcales","Euk-Bact"
"11","MEND-TF-18S-29","MEND-TF-18S-133",0,0.598892701224203,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Eukaryota","Ochrophyta","Aulacoseirales","Euk-Euk"
"12","MEND-TF-18S-29","MEND-TF-18S-233",0,0.527508115236687,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Eukaryota","Bigyra","Thraustochytrida","Euk-Euk"
"13","MEND-TF-18S-29","MEND-TF-18S-295",0,0.53892543017732,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Eukaryota","Ciliophora","Ciliophora incertae sedis","Euk-Euk"
"14","MEND-TF-18S-29","MEND-TF-18S-305",0,0.573282201725281,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Eukaryota","Ciliophora","Peniculida","Euk-Euk"
"15","MEND-TF-18S-29","MEND-TF-16S-83",0,0.538724395525975,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Bacteria","Spirochaetes","Spirochaetales","Euk-Bact"
"16","MEND-TF-18S-29","MEND-TF-16S-982",0,0.51045522607205,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Bacteria","Proteobacteria","Rhodospirillales","Euk-Bact"
"17","MEND-TF-18S-29","MEND-TF-16S-1008",0,0.587866041123771,"Eukaryota","Ciliophora","Ciliophora incertae sedis","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"18","MEND-TF-18S-38","MEND-TF-18S-84",0,0.515015390819651,"Eukaryota","Euglenozoa","Spirocuta","Eukaryota","Oomycota","Peronosporales","Euk-Euk"
"19","MEND-TF-18S-38","MEND-TF-18S-201",0,0.630958784912631,"Eukaryota","Euglenozoa","Spirocuta","Eukaryota","Chlorophyta","Sphaeropleales","Euk-Euk"
"20","MEND-TF-18S-38","MEND-TF-18S-251",0,0.627105889180386,"Eukaryota","Euglenozoa","Spirocuta","Eukaryota","Chlorophyta","Sphaeropleales","Euk-Euk"
"21","MEND-TF-18S-38","MEND-TF-16S-390",0,0.516514626756932,"Eukaryota","Euglenozoa","Spirocuta","Bacteria","Proteobacteria","Neisseriales","Euk-Bact"
"22","MEND-TF-18S-38","MEND-TF-16S-151",0,0.55891590159241,"Eukaryota","Euglenozoa","Spirocuta","Bacteria","Ignavibacteriae","Ignavibacteriales","Euk-Bact"
"23","MEND-TF-18S-72","MEND-TF-18S-77",0,0.850016086487556,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"24","MEND-TF-18S-72","MEND-TF-18S-78",0,0.628659093994106,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"25","MEND-TF-18S-72","MEND-TF-18S-259",0,0.518711964285557,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"26","MEND-TF-18S-72","MEND-TF-18S-269",0,0.805839623055338,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"27","MEND-TF-18S-72","MEND-TF-16S-997",0,0.723028307048133,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Cyanobacteria","Nostocales","Euk-Bact"
"28","MEND-TF-18S-74","MEND-TF-16S-197",0,0.524957342855771,"Eukaryota","Arthropoda","Cyclopoida","Bacteria","Proteobacteria","Myxococcales","Euk-Bact"
"29","MEND-TF-18S-74","MEND-TF-16S-1056",0,0.506986092804097,"Eukaryota","Arthropoda","Cyclopoida","Bacteria","Cyanobacteria","Pleurocapsales","Euk-Bact"
"30","MEND-TF-18S-77","MEND-TF-18S-72",0,0.850016086487556,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"31","MEND-TF-18S-77","MEND-TF-18S-78",0,0.800534019652213,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"32","MEND-TF-18S-77","MEND-TF-18S-259",0,0.5462569695586,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"33","MEND-TF-18S-77","MEND-TF-18S-269",0,0.904976703285029,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"34","MEND-TF-18S-77","MEND-TF-16S-997",0,0.843670000001497,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Cyanobacteria","Nostocales","Euk-Bact"
"35","MEND-TF-18S-78","MEND-TF-18S-72",0,0.628659093994106,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"36","MEND-TF-18S-78","MEND-TF-18S-77",0,0.800534019652213,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"37","MEND-TF-18S-78","MEND-TF-18S-259",0,0.522005369257743,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"38","MEND-TF-18S-78","MEND-TF-18S-269",0,0.824655196215735,"Eukaryota","Cryptophyta","Pyrenomonadales","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"39","MEND-TF-18S-78","MEND-TF-16S-997",0,0.80225098069848,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Cyanobacteria","Nostocales","Euk-Bact"
"40","MEND-TF-18S-78","MEND-TF-16S-998",0,0.501049353404837,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Cyanobacteria","Pleurocapsales","Euk-Bact"
"41","MEND-TF-18S-84","MEND-TF-18S-38",0,0.515015390819651,"Eukaryota","Oomycota","Peronosporales","Eukaryota","Euglenozoa","Spirocuta","Euk-Euk"
"42","MEND-TF-18S-84","MEND-TF-16S-151",0,0.579967021751802,"Eukaryota","Oomycota","Peronosporales","Bacteria","Ignavibacteriae","Ignavibacteriales","Euk-Bact"
"43","MEND-TF-18S-85","MEND-TF-18S-87",0,0.781364107738735,"Eukaryota","Cercozoa","Cryomonadida","Eukaryota","Cercozoa","Cryomonadida","Euk-Euk"
"44","MEND-TF-18S-85","MEND-TF-16S-217",0,0.534446258359445,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Verrucomicrobia","Verrucomicrobiales","Euk-Bact"
"45","MEND-TF-18S-85","MEND-TF-16S-746",0,0.588847305069024,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Planctomycetes","Planctomycetales","Euk-Bact"
"46","MEND-TF-18S-87","MEND-TF-18S-85",0,0.781364107738735,"Eukaryota","Cercozoa","Cryomonadida","Eukaryota","Cercozoa","Cryomonadida","Euk-Euk"
"47","MEND-TF-18S-87","MEND-TF-18S-494",0,0.575740599191621,"Eukaryota","Cercozoa","Cryomonadida","Eukaryota","Alveolata","Peridiniales","Euk-Euk"
"48","MEND-TF-18S-87","MEND-TF-16S-217",0,0.533400989560742,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Verrucomicrobia","Verrucomicrobiales","Euk-Bact"
"49","MEND-TF-18S-87","MEND-TF-16S-242",0,0.558117173137699,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Actinobacteria","Solirubrobacterales","Euk-Bact"
"50","MEND-TF-18S-87","MEND-TF-16S-617",0,0.526775897164785,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Actinobacteria","Sporichthyales","Euk-Bact"
"51","MEND-TF-18S-87","MEND-TF-16S-685",0,0.501569087199251,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Actinobacteria","Geodermatophilales","Euk-Bact"
"52","MEND-TF-18S-87","MEND-TF-16S-746",0,0.566007397639827,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Planctomycetes","Planctomycetales","Euk-Bact"
"53","MEND-TF-18S-87","MEND-TF-16S-1033",0,0.528688795880279,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Proteobacteria","Sphingomonadales","Euk-Bact"
"54","MEND-TF-18S-87","MEND-TF-16S-1136",0,0.55558776389976,"Eukaryota","Cercozoa","Cryomonadida","Bacteria","Proteobacteria","Rhodobacterales","Euk-Bact"
"55","MEND-TF-18S-110","MEND-TF-18S-113",0,0.923906002645124,"Eukaryota","Arthropoda","Cyclopoida","Eukaryota","Arthropoda","Cyclopoida","Euk-Euk"
"56","MEND-TF-18S-110","MEND-TF-18S-312",0,0.606960334342052,"Eukaryota","Arthropoda","Cyclopoida","Eukaryota","Ciliophora","Sessilida","Euk-Euk"
"57","MEND-TF-18S-110","MEND-TF-16S-272",0,0.518211987088853,"Eukaryota","Arthropoda","Cyclopoida","Bacteria","Proteobacteria","Burkholderiales","Euk-Bact"
"58","MEND-TF-18S-110","MEND-TF-16S-832",0,0.518996457032881,"Eukaryota","Arthropoda","Cyclopoida","Bacteria","Bacteroidetes","Flavobacteriales","Euk-Bact"
"59","MEND-TF-18S-113","MEND-TF-18S-110",0,0.923906002645124,"Eukaryota","Arthropoda","Cyclopoida","Eukaryota","Arthropoda","Cyclopoida","Euk-Euk"
"60","MEND-TF-18S-113","MEND-TF-18S-312",0,0.568548920308643,"Eukaryota","Arthropoda","Cyclopoida","Eukaryota","Ciliophora","Sessilida","Euk-Euk"
"61","MEND-TF-18S-121","MEND-TF-18S-350",0,0.778459993620531,"Eukaryota","Rotifera","Ploima","Eukaryota","Rotifera","Ploima","Euk-Euk"
"62","MEND-TF-18S-121","MEND-TF-16S-418",0,0.606609879081204,"Eukaryota","Rotifera","Ploima","Bacteria","Proteobacteria","Burkholderiales","Euk-Bact"
"63","MEND-TF-18S-121","MEND-TF-16S-444",0,0.559107000157043,"Eukaryota","Rotifera","Ploima","Bacteria","Proteobacteria","Burkholderiales","Euk-Bact"
"64","MEND-TF-18S-121","MEND-TF-16S-615",0,0.520988858258816,"Eukaryota","Rotifera","Ploima","Bacteria","Actinobacteria","Acidimicrobiales","Euk-Bact"
"65","MEND-TF-18S-121","MEND-TF-16S-921",0,0.568348116297716,"Eukaryota","Rotifera","Ploima","Bacteria","Proteobacteria","Rickettsiales","Euk-Bact"
"66","MEND-TF-18S-121","MEND-TF-16S-967",0,0.569187022308169,"Eukaryota","Rotifera","Ploima","Bacteria","Cyanobacteria","Pseudanabaenales","Euk-Bact"
"67","MEND-TF-18S-121","MEND-TF-16S-120",0,0.599649558074663,"Eukaryota","Rotifera","Ploima","Bacteria","Verrucomicrobia","Chthoniobacterales","Euk-Bact"
"68","MEND-TF-18S-121","MEND-TF-16S-397",0,0.509407558057542,"Eukaryota","Rotifera","Ploima","Bacteria","Proteobacteria","Cellvibrionales","Euk-Bact"
"69","MEND-TF-18S-121","MEND-TF-16S-559",0,0.501152917084173,"Eukaryota","Rotifera","Ploima","Bacteria","Planctomycetes","Pirellulales","Euk-Bact"
"70","MEND-TF-18S-121","MEND-TF-16S-560",0,0.53679435822154,"Eukaryota","Rotifera","Ploima","Bacteria","Gemmatimonadetes","Gemmatimonadales","Euk-Bact"
"71","MEND-TF-18S-121","MEND-TF-16S-905",0,0.56542215585417,"Eukaryota","Rotifera","Ploima","Bacteria","Chloroflexi","Caldilineales","Euk-Bact"
"72","MEND-TF-18S-121","MEND-TF-16S-960",0,0.537100963552738,"Eukaryota","Rotifera","Ploima","Bacteria","Proteobacteria","Rhodospirillales","Euk-Bact"
"73","MEND-TF-18S-121","MEND-TF-16S-1054",0,0.56955663052161,"Eukaryota","Rotifera","Ploima","Bacteria","Chlorobi","Chlorobiales","Euk-Bact"
"74","MEND-TF-18S-130","MEND-TF-16S-148",0,0.536286039175651,"Eukaryota","Ochrophyta","Thalassiosirales","Bacteria","Verrucomicrobia","Opitutales","Euk-Bact"
"75","MEND-TF-18S-130","MEND-TF-16S-638",0,0.610470910242644,"Eukaryota","Ochrophyta","Thalassiosirales","Bacteria","Verrucomicrobia","Terrimicrobiales","Euk-Bact"
"76","MEND-TF-18S-130","MEND-TF-16S-834",0,0.517076083008767,"Eukaryota","Ochrophyta","Thalassiosirales","Bacteria","Bacteroidetes","Flavobacteriales","Euk-Bact"
"77","MEND-TF-18S-130","MEND-TF-16S-971",0,0.880974964012633,"Eukaryota","Ochrophyta","Thalassiosirales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"78","MEND-TF-18S-131","MEND-TF-18S-10",0,0.750626046643555,"Eukaryota","Bigyra","Bicosoecida","Eukaryota","Bigyra","Bicosoecida","Euk-Euk"
"79","MEND-TF-18S-131","MEND-TF-16S-28",0,0.545256828070924,"Eukaryota","Bigyra","Bicosoecida","Bacteria","Firmicutes","Bacillales","Euk-Bact"
"80","MEND-TF-18S-133","MEND-TF-18S-29",0,0.598892701224203,"Eukaryota","Ochrophyta","Aulacoseirales","Eukaryota","Ciliophora","Ciliophora incertae sedis","Euk-Euk"
"81","MEND-TF-18S-133","MEND-TF-16S-83",0,0.749521241713569,"Eukaryota","Ochrophyta","Aulacoseirales","Bacteria","Spirochaetes","Spirochaetales","Euk-Bact"
"82","MEND-TF-18S-133","MEND-TF-16S-103",0,0.523967305044977,"Eukaryota","Ochrophyta","Aulacoseirales","Bacteria","Verrucomicrobia","Verrucomicrobiales","Euk-Bact"
"83","MEND-TF-18S-133","MEND-TF-16S-370",0,0.715923000796869,"Eukaryota","Ochrophyta","Aulacoseirales","Bacteria","Proteobacteria","Rickettsiales","Euk-Bact"
"84","MEND-TF-18S-133","MEND-TF-16S-1008",0,0.869839258250742,"Eukaryota","Ochrophyta","Aulacoseirales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"85","MEND-TF-18S-133","MEND-TF-16S-972",0,0.552825257077787,"Eukaryota","Ochrophyta","Aulacoseirales","Bacteria","Cyanobacteria","Chroococcales","Euk-Bact"
"86","MEND-TF-18S-134","MEND-TF-16S-921",0,0.506939984021854,"Eukaryota","Alveolata","Thoracosphaerales","Bacteria","Proteobacteria","Rickettsiales","Euk-Bact"
"87","MEND-TF-18S-143","MEND-TF-16S-452",0,0.512881649985392,"Eukaryota","Alveolata","Gymnodiniales","Bacteria","Bacteroidetes","Chitinophagales","Euk-Bact"
"88","MEND-TF-18S-143","MEND-TF-16S-628",0,0.587713496309012,"Eukaryota","Alveolata","Gymnodiniales","Bacteria","Actinobacteria","Acidimicrobiales","Euk-Bact"
"89","MEND-TF-18S-143","MEND-TF-16S-685",0,0.519645299793764,"Eukaryota","Alveolata","Gymnodiniales","Bacteria","Actinobacteria","Geodermatophilales","Euk-Bact"
"90","MEND-TF-18S-143","MEND-TF-16S-862",0,0.539350715404978,"Eukaryota","Alveolata","Gymnodiniales","Bacteria","Proteobacteria","Desulfuromonadales","Euk-Bact"
"91","MEND-TF-18S-143","MEND-TF-16S-1086",0,0.584086570100076,"Eukaryota","Alveolata","Gymnodiniales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"92","MEND-TF-18S-156","MEND-TF-16S-469",0,0.66039200957291,"Eukaryota","Chytridiomycota","Rhizophydiales","Bacteria","Planctomycetes","Isosphaerales","Euk-Bact"
"93","MEND-TF-18S-162","MEND-TF-18S-461",0,0.991048948891269,"Eukaryota","Alveolata","Gonyaulacales","Eukaryota","Alveolata","Gonyaulacales","Euk-Euk"
"94","MEND-TF-18S-162","MEND-TF-18S-491",0,0.992760690447594,"Eukaryota","Alveolata","Gonyaulacales","Eukaryota","Alveolata","Gonyaulacales","Euk-Euk"
"95","MEND-TF-18S-162","MEND-TF-18S-557",0,0.99368903160864,"Eukaryota","Alveolata","Gonyaulacales","Eukaryota","Alveolata","Gonyaulacales","Euk-Euk"
"96","MEND-TF-18S-163","MEND-TF-18S-204",0,0.855060602709193,"Eukaryota","Stramenopiles","Hyphochytriomycetes","Eukaryota","Stramenopiles","Hyphochytriomycetes","Euk-Euk"
"97","MEND-TF-18S-163","MEND-TF-18S-233",0,0.564758339089604,"Eukaryota","Stramenopiles","Hyphochytriomycetes","Eukaryota","Bigyra","Thraustochytrida","Euk-Euk"
"98","MEND-TF-18S-163","MEND-TF-16S-996",0,0.711342380901239,"Eukaryota","Stramenopiles","Hyphochytriomycetes","Bacteria","Proteobacteria","Rhodospirillales","Euk-Bact"
"99","MEND-TF-18S-171","MEND-TF-16S-954",0,0.863103615960161,"Eukaryota","Chlorophyta","Chlorodendrales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"100","MEND-TF-18S-172","MEND-TF-18S-256",0,0.590661514834985,"Eukaryota","Chlorophyta","Chlamydomonadales","Eukaryota","Ciliophora","Oligotrichia","Euk-Euk"
"101","MEND-TF-18S-172","MEND-TF-18S-303",0,0.960600685460437,"Eukaryota","Chlorophyta","Chlamydomonadales","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
"102","MEND-TF-18S-172","MEND-TF-18S-494",0,0.54022091734256,"Eukaryota","Chlorophyta","Chlamydomonadales","Eukaryota","Alveolata","Peridiniales","Euk-Euk"
"103","MEND-TF-18S-172","MEND-TF-16S-349",0,0.503339919443393,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Proteobacteria","Burkholderiales","Euk-Bact"
"104","MEND-TF-18S-172","MEND-TF-16S-806",0,0.51238236664407,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Bacteroidetes","Flavobacteriales","Euk-Bact"
"105","MEND-TF-18S-172","MEND-TF-16S-1033",0,0.535532127110762,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Proteobacteria","Sphingomonadales","Euk-Bact"
"106","MEND-TF-18S-172","MEND-TF-16S-1136",0,0.528434275546508,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Proteobacteria","Rhodobacterales","Euk-Bact"
"107","MEND-TF-18S-172","MEND-TF-16S-1520",0,0.514377197626168,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Proteobacteria","Burkholderiales","Euk-Bact"
"108","MEND-TF-18S-182","MEND-TF-16S-1086",0,0.866615135067297,"Eukaryota","Haptophyta","Prymnesiales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"109","MEND-TF-18S-200","MEND-TF-18S-215",0,0.859161750959832,"Eukaryota","Chlorophyta","Chlamydomonadales","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
"110","MEND-TF-18S-200","MEND-TF-16S-120",0,0.528898187243894,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Verrucomicrobia","Chthoniobacterales","Euk-Bact"
"111","MEND-TF-18S-201","MEND-TF-18S-38",0,0.630958784912631,"Eukaryota","Chlorophyta","Sphaeropleales","Eukaryota","Euglenozoa","Spirocuta","Euk-Euk"
"112","MEND-TF-18S-201","MEND-TF-18S-251",0,0.994710082926701,"Eukaryota","Chlorophyta","Sphaeropleales","Eukaryota","Chlorophyta","Sphaeropleales","Euk-Euk"
"113","MEND-TF-18S-201","MEND-TF-16S-253",0,0.609387742033071,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Proteobacteria","Aeromonadales","Euk-Bact"
"114","MEND-TF-18S-201","MEND-TF-16S-331",0,0.604193232690604,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Proteobacteria","Moraxellales","Euk-Bact"
"115","MEND-TF-18S-201","MEND-TF-16S-381",0,0.580577348046535,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Proteobacteria","Neisseriales","Euk-Bact"
"116","MEND-TF-18S-201","MEND-TF-16S-390",0,0.67295702374014,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Proteobacteria","Neisseriales","Euk-Bact"
"117","MEND-TF-18S-201","MEND-TF-16S-543",0,0.583388041178427,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Proteobacteria","Chromatiales","Euk-Bact"
"118","MEND-TF-18S-201","MEND-TF-16S-777",0,0.613584355478544,"Eukaryota","Chlorophyta","Sphaeropleales","Bacteria","Cyanobacteria","Oscillatoriales","Euk-Bact"
"119","MEND-TF-18S-204","MEND-TF-18S-163",0,0.855060602709193,"Eukaryota","Stramenopiles","Hyphochytriomycetes","Eukaryota","Stramenopiles","Hyphochytriomycetes","Euk-Euk"
"120","MEND-TF-18S-204","MEND-TF-16S-996",0,0.566902864143212,"Eukaryota","Stramenopiles","Hyphochytriomycetes","Bacteria","Proteobacteria","Rhodospirillales","Euk-Bact"
"121","MEND-TF-18S-211","MEND-TF-18S-379",0,0.984987550073353,"Eukaryota","Cercozoa","unclassified Cercozoa","Eukaryota","Cercozoa","unclassified Cercozoa","Euk-Euk"
"122","MEND-TF-18S-211","MEND-TF-16S-412",0,0.523436101670315,"Eukaryota","Cercozoa","unclassified Cercozoa","Bacteria","Verrucomicrobia","Terrimicrobiales","Euk-Bact"
"123","MEND-TF-18S-215","MEND-TF-18S-200",0,0.859161750959832,"Eukaryota","Chlorophyta","Chlamydomonadales","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
"124","MEND-TF-18S-215","MEND-TF-16S-120",0,0.52128239404338,"Eukaryota","Chlorophyta","Chlamydomonadales","Bacteria","Verrucomicrobia","Chthoniobacterales","Euk-Bact"
"125","MEND-TF-18S-232","MEND-TF-16S-1097",0,0.982833399193769,"Eukaryota","Ochrophyta","Fragilariales","Bacteria","Cyanobacteria","Synechococcales","Euk-Bact"
"126","MEND-TF-18S-233","MEND-TF-18S-29",0,0.527508115236687,"Eukaryota","Bigyra","Thraustochytrida","Eukaryota","Ciliophora","Ciliophora incertae sedis","Euk-Euk"
"127","MEND-TF-18S-233","MEND-TF-18S-163",0,0.564758339089604,"Eukaryota","Bigyra","Thraustochytrida","Eukaryota","Stramenopiles","Hyphochytriomycetes","Euk-Euk"
"128","MEND-TF-18S-237","MEND-TF-16S-949",0,0.531625080639531,"Eukaryota","Cryptophyta","Cyathomonadacea","Bacteria","Proteobacteria","Hyphomicrobiales","Euk-Bact"
"129","MEND-TF-18S-239","MEND-TF-16S-896",0,0.54493052499637,"Eukaryota","Ochrophyta","Chromulinales","Bacteria","Planctomycetes","Pirellulales","Euk-Bact"
"130","MEND-TF-18S-246","MEND-TF-18S-261",0,0.848200721292621,"Eukaryota","Ciliophora","Sporadotrichida","Eukaryota","Ciliophora","Sporadotrichida","Euk-Euk"
"131","MEND-TF-18S-250","MEND-TF-16S-981",0,0.608890139482161,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Cyanobacteria","Nostocales","Euk-Bact"
"132","MEND-TF-18S-250","MEND-TF-16S-1072",0,0.503722425949494,"Eukaryota","Cryptophyta","Pyrenomonadales","Bacteria","Proteobacteria","Rhodospirillales","Euk-Bact"
"133","MEND-TF-18S-252","MEND-TF-18S-259",0,0.866682406763796,"Eukaryota","Cryptophyta","Kathablepharidacea","Eukaryota","Cryptophyta","Pyrenomonadales","Euk-Euk"
"134","MEND-TF-18S-252","MEND-TF-18S-494",0,0.517018115062201,"Eukaryota","Cryptophyta","Kathablepharidacea","Eukaryota","Alveolata","Peridiniales","Euk-Euk"
"135","MEND-TF-18S-252","MEND-TF-16S-311",0,0.526893992069995,"Eukaryota","Cryptophyta","Kathablepharidacea","Bacteria","Planctomycetes","Planctomycetales","Euk-Bact"
"136","MEND-TF-18S-252","MEND-TF-16S-628",0,0.520938060303501,"Eukaryota","Cryptophyta","Kathablepharidacea","Bacteria","Actinobacteria","Acidimicrobiales","Euk-Bact"
"137","MEND-TF-18S-252","MEND-TF-16S-685",0,0.592537422475759,"Eukaryota","Cryptophyta","Kathablepharidacea","Bacteria","Actinobacteria","Geodermatophilales","Euk-Bact"
"138","MEND-TF-18S-252","MEND-TF-16S-747",0,0.509248901282003,"Eukaryota","Cryptophyta","Kathablepharidacea","Bacteria","Bacteroidetes","Saprospirales","Euk-Bact"
"139","MEND-TF-18S-252","MEND-TF-16S-819",0,0.534178564481804,"Eukaryota","Cryptophyta","Kathablepharidacea","Bacteria","Bacteroidetes","Saprospirales","Euk-Bact"
"140","MEND-TF-18S-256","MEND-TF-18S-172",0,0.590661514834985,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
"141","MEND-TF-18S-256","MEND-TF-18S-258",0,0.617973129580593,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Ciliophora","Oligotrichia","Euk-Euk"
"142","MEND-TF-18S-256","MEND-TF-18S-303",0,0.506883492415332,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
"143","MEND-TF-18S-256","MEND-TF-18S-494",0,0.604068080735757,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Alveolata","Peridiniales","Euk-Euk"
"144","MEND-TF-18S-256","MEND-TF-16S-311",0,0.55926236345206,"Eukaryota","Ciliophora","Oligotrichia","Bacteria","Planctomycetes","Planctomycetales","Euk-Bact"
"145","MEND-TF-18S-256","MEND-TF-16S-685",0,0.517289064039405,"Eukaryota","Ciliophora","Oligotrichia","Bacteria","Actinobacteria","Geodermatophilales","Euk-Bact"
"146","MEND-TF-18S-256","MEND-TF-16S-806",0,0.507917371532769,"Eukaryota","Ciliophora","Oligotrichia","Bacteria","Bacteroidetes","Flavobacteriales","Euk-Bact"
"147","MEND-TF-18S-256","MEND-TF-16S-1033",0,0.621056142077465,"Eukaryota","Ciliophora","Oligotrichia","Bacteria","Proteobacteria","Sphingomonadales","Euk-Bact"
"148","MEND-TF-18S-257","MEND-TF-18S-262",0,0.596677396571542,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Ciliophora","Choreotrichida","Euk-Euk"
"149","MEND-TF-18S-257","MEND-TF-18S-303",0,0.564246055718586,"Eukaryota","Ciliophora","Oligotrichia","Eukaryota","Chlorophyta","Chlamydomonadales","Euk-Euk"
